[0.1650414733739531, 0.1553244619505121, -0.4535199390671819;
  0.1646787092102371, 0.155388743091401, -0.4536973426328055;
  0.1643150781693451, 0.1554522899344836, -0.4538729762420989;
  0.163747314908656, 0.1555195889952802, -0.4540683281481854;
  0.163396511409974, 0.1555984395522354, -0.4542811185165432;
  0.1630447770839517, 0.1556764842531518, -0.4544919654262648;
  0.1626920756161788, 0.1557536817408383, -0.4547007685552266;
  0.1623383724197813, 0.1558299926363356, -0.454907432380686;
  0.1619836347607007, 0.1559053796823187, -0.4551118665271709;
  0.1616278318722091, 0.1559798078741723, -0.4553139860844639;
  0.1612709350578128, 0.1560532445777747, -0.4555137118933366;
  0.1609129177818379, 0.1561256596331757, -0.4557109707970685;
  0.1605537557471167, 0.1561970254435089, -0.4559056958571375;
  0.1601934269593408, 0.1562673170486376, -0.4560978265318777;
  0.1598019071833578, 0.1565401443598997, -0.4567918258636907;
  0.1594529051775471, 0.1566240005021404, -0.4570168937151984;
  0.1591025115006363, 0.1567065273961875, -0.4572387486005532;
  0.1587507016393555, 0.1567876972389213, -0.4574573230795402;
  0.1583974541127671, 0.1568674856945233, -0.4576725581235049;
  0.1580427504808536, 0.1569458719042555, -0.4578844031390811;
  0.1577495462153449, 0.1573326897523526, -0.4588548727288885;
  0.1574041920172146, 0.1574223573523059, -0.4590941162655384;
  0.1570570989160797, 0.1575103023530871, -0.4593291928021456;
  0.1567082529809005, 0.157596509076951, -0.4595600643102675;
  0.1563576438415751, 0.1576809659123395, -0.4597867026256828;
  0.1560052646077207, 0.1577636652210953, -0.4600090892233173;
  0.1556511117728598, 0.1578446032290127, -0.4602272149517466;
  0.1552951851053899, 0.1579237799012992, -0.4604410797310953;
  0.1549374875277552, 0.1580011988045703, -0.4606506922182618;
  0.1545780249852755, 0.1580768669570359, -0.4608560694434986;
  0.1544019815164211, 0.1586000745709879, -0.4621574243680192;
  0.1540483483906585, 0.1586830039333457, -0.4623804491917915;
  0.1536926940643726, 0.1587638934029159, -0.4625985374952397;
  0.1533350349294983, 0.1588427619060123, -0.4628117351900847;
  0.1529753901784839, 0.1589196315622434, -0.4630200959348251;
  0.1526137816139006, 0.1589945274673718, -0.4632236806080034;
  0.1522502334565254, 0.1590674774744394, -0.4634225567772624;
  0.1518847721532397, 0.1591385119746824, -0.463616798167893;
  0.1515174261859789, 0.1592076636796537, -0.4638064841343015;
  0.1511482258828747, 0.1592749674058448, -0.4639916991375463;
  0.150511726689879, 0.158798616668864, -0.4628477003656549;
  0.1498684576742523, 0.158313291064008, -0.4616817329779458;
  0.1494812259389538, 0.1583605879975812, -0.4618184298116057;
  0.1378528908525485, 0.159393922327891, -0.4649672494697545;
  0.1374421197190694, 0.159422442129792, -0.4650587578802142;
  0.1373918334786098, 0.1601074925810655, -0.4667538426327226;
  0.1369804988201996, 0.1601360709559055, -0.4668455272530962;
  0.1369316228682224, 0.1608221230397397, -0.4685429371230561;
  0.1365192488138829, 0.1608502184258232, -0.4686334851614575;
  0.1364704128272122, 0.1615357076246426, -0.4703294314894478;
  0.1360565936286045, 0.1615628604707681, -0.4704177290888427;
  0.1356421546017589, 0.1615895829314211, -0.4705049948661547;
